profile name	profile description
Ungravity Skate School	"Somos una empresa joven y profesional dedicada a la enseñanza y a la promoción del Freestyle!

Ven a disfrutar del deporte extremo con nuestra Escuela, Club y Campamentos de SKATEBOARD.

Recuerda que también puedes disfrutar de nuestras escuelas de Snowboard, Freeski, Skate, Inline, Kite, Snowkite, Surf, SUP, Scooter, Surf, BMX &amp; MTB Downhill.

Somos la Escuela de deportes extremos que estabas buscando.

"
Unio Esportiva girona	"Baloncesto,Fútbol,Natación,Tenis en Girona."
Unión Ciclista Burgalesa	Ciclismo en Burgos.
Urruti Sport	"Disfruta de un excitante vuelo acompañado por un instructor de vuelo titulado. No necesitas ningún tipo de experiencia, ni aprendizaje previo."
Utebo Club Atletísmo	Carrera popular en Utebo.
Valencia Club de Hockey	"En Valencia existen en la actualidad 7 clubes: el más antiguo es el Valencia CH que se creó en los años veinte del siglo pasado, siendo el único que ha llegado a militar (en nueve ocasiones) en la División de Honor.

Como el hockey no está en condiciones de descartar a nadie que se interese por practicarlo, prometen entrenamientos y partidos a todos aquellos que se apunten, organizando equipos A, B, C y hasta agotar el abecedario. 

Objetivo: crecer como sociedad deportiva, así como consolidar nuestra cantera como una de las mejores de España. 

El club es poco menos que una cooperativa de jugadores donde todos contribuyen a su engrandecimiento. 

Setenta y dos años y un título de Copa de España, allá por 1931, y una Copa de España de 1ª División lograda en la temporada 2005 – 2006, contemplan al club más prestigioso de la ciudad, reconvertido tras la Guerra Civil en sección del Valencia CF y que, desde 1995 actúa como club independiente. 

Los entrenamientos son preparados y dirigidos por personal altamente cualificado, procedente del IVEF, con titulación de entrenador nacional."
Veleros con patrón	"Somos una empresa joven, dinámica y con muchas ganas de navegar. Salimos con el  velero a diario en excursiones cortas por las islas Medas y la Costa Brava, en general. Pero también hemos cruzado nueve veces el Atlántico y te podemos llevar hasta el Caribe. Vive tu sueño con nosotros."
"Vents, Muntanya i Natura"	"Tienda especializada en material de montaña (escalada, alpinismo, senderismo, barrancos,espeleología, carreras de montaña, trabajo vertical). Disponemos de sala de búlder para entrenamiento."
Vertical Azul	"Vertical Azul es tu nueva gran Comunidad sobre el apasionante mundo de la pesca submarina y apnea. Aquí encontraras una gran variedad de foros,  artículos, temas y noticias, además de una gran cantidad de amigos enamorados de nuestro bello deporte. Grandes consejos para compartir con aquellos que se inician y todo tipo de material para su práctica. ¡Sumérgete con nosotros y participa!
En los distintos apartados de nuestra Comunidad podrás encontrar, entre otros, los siguientes temas:
Quedadas, Dibujos de nuestros Usuarios, Sección de Fotos, Videos, Gastronomía, Tienda Virtual, Foro, Chat, Comunidad, Secciones sobre La Mar, El Tiempo, Noticias relacionadas con el mundo del submarinismo y un formulario de Contacto, en el que podrás contactar con nosotros vía Mail para que puedas exponer tus dudas o preguntas.
Queremos que ésta sea una Comunidad interactiva donde nuestros Usuarios puedan participar de todas nuestras secciones y puedan conocer a personas de variados lugares a través de nuestro Chat On-Line. "
Villaitana Golf	Golf en Benidorm.
VIUPILATES	"Al centre VIUPILATES el nostre objectiu es oferir activitats que puguin millorar el benestar de les persones i la seva qualitat de vida. És per això que ens preocupem de fer una rigorosa selecció entre diverses i innovadores disciplines en l’àmbit de la salut i l’esport.

Oferim una atenció personalitzada. Realitzem un “anàlisis postural” previ a l’inici de les sessions, que ens donarà informació sobre la postura i d’aquesta manera podrem treballar per millorar-la dia a dia. Aquest esquema inicial, el valorem i comparem cada 10 sessions, d’aquesta manera podem anar modificant i millorant els exercicis.
A Viupilates treballem sempre a la recerca d’un objectiu, enfocat principalment a la millora postural, forma física i qualitat de vida dels nostres clients.
"
VOLEY PLAYA MADRID	"VP Madrid desde la temporada 2001/2002 desarrolla el voley playa y el voleibol en la ciudad de Madrid.

En ambos géneros, dirigiendo su actividad, no solo a todas las edades, si no tanto al deporte federado, como al municipal, como a los que simplemente optan por una via de esparcimiento físico-deportivo.

Además de estas actividades, VPM desarrolla programas de formación deportiva en centros escolares (extraescolares) y otros programas diversos en colaboración con otras entidades (CSD, federaciones, universidades,...)

La organziación de eventos es otra de las ramas por las que en un principio más se dió a conocer VPM, especialistas en la implantación de instalaciones urbanas de voley playa y en la gestion de competiciones. Desde el año 2002, ininterrumpidamente, viene celebrando a lo largo de toda la comunidad de Madrid, el Circuito Voley Playa Madrid, uno de los eventos de referencia del calendario nacional.

"
Watersports Fuerteventura	"Watersports Fuerteventura ofrece actividades para todos los gustos y edades: windsurf, surf, catamarán, snorkel, kayak, pesca en kayak o mountainbikes. Ofrecemos excursiones, cursos de varios dias o de prueba y alquiler de material de windsurf (flex spot - navega donde quieras y cuando quieras).

Contamos con una tienda y recepción en Costa Calma en el Hotel R2 Pájara Beach (nos encuentras entre el H10 Tindaya y H10 Esmeralda Hotel) donde se ofrece el flexpot; un amplio repertorio de material de windsurf para alquiler.

La estación naútica Water Sports Fuerteventura se encuentra en Tarajalejo en el Hotel R2 Bahía Playa desde donde se realizan las excursiones y cursos (exepto el surf que dependerá de las condiciones del mar y las mareas).Para su comodidad incluimos los traslados en la zona sur de Fuerventura (Costa Calma,Las Playitas, Esquinzo y Morro Jable).

El equipo formado por Victor, Suse, Alejandro ,Tina y Emilio les dan la bienvenida y garantizan por su experiencia en el mar pasar un buen rato juntos.

Tenemos un video nuevo de nuestra escuela de surf ..elije la escuela con profesores locales titulados por la federación canaria de surf..te va a gustar!"
Wutaochi Ryu	"Wutaochi-Ryu  es un Arte Marcial fundado en España por el Sensei Juan Antonio Mora. Incluye conceptos y técnicas de varios maestros y Artes Marciales diferentes para buscar la verdad en la libre expresión del practicante.
No se trata de un sistema cerrado sino que está abierto a nuevas técnicas y conceptos con el fin de llegar al autodescubrimiento en las Artes Marciales.
El sistema pretende buscar verdades universales que trasciendan a cualquier cultura y que sean útiles para la vida en general y no únicamente para la autodefensa mediante la práctica de las Artes Marciales.
Wutaochi-Ryu proporciona a los practicantes una sólida base para que a partir de esta puedan desarrollar su propio camino marcial. Para ello se presentan una amplia variedad de filosofías, conceptos y técnicas que puedan inspirar a las personas a seguir un camino propio. La variedad de distintos elementos hace que el individuo se mantenga motivado e interesado y permite un entendimiento y apreciación de otras culturas que pueden enriquecer las de los practicantes.

Como ya se menciono, Wutaochi-Ryu es un sistema abierto de técnicas y pensamientos y en lo que respecta a la autoexpresión de uno mismo a través del camino marcial toma la filosofía de las Artes Marciales
Un aspecto muy importante es el de desarrollar una actitud de calma ante situaciones de presión o desconocidas; para ello se requiere de un intenso entrenamiento físico y mental. 
El objetivo de un estudiante de Wutaochi-Ryu es desarrollar y perfeccionar la mente y el cuerpo en armonía, mantener una actitud de respeto hacia los demás, no tener actitudes violentas ni buscar problemas. Todo ello parte del entendimiento de uno mismo, de la autoconfianza en sí mismo y en el significado de las Artes Marciales como medio de desarrollo físico y mental.
"
www.fisioterapiapersonal.es	"Fisioterapia Personal es la manera más segura,cómoda, rápida y personalizada de recibir tratamientos de fisioterapia a domicilio.

El paciente puede elegir al fisioterapeuta que acudirá a su domicilio, conocer su especialidad y ser atendido de forma personal, con la intimidad que requiere este tipo de tratamientos y sin esperas, ni desplazamientos."
XELASPORT ACTIVIDADES Y EVENTOS	en construcción 
Xixon 2000	Ciclismo en Gijón.
Xperience GV Racing	"Somos una empresa joven y dinamica disponemos de escuela de conduccion aventura karting simuladores y preparamos incentivos y eventos para empresas grupos y despedidas,cursos de conduccion y copilotaje de drift."
Yeti Emotions	"Yeti Emotions és un dels noms dels inicis dels esports d'aventura del nostre país; i sí encara contínua estant en primera línia és perquè ha sabut adaptar-se a les noves tendències i a un mercat amb ganes de viure noves experiències. <br class="""">
<br class="""">
Yeti Emotions va néixer el 1991 a Llavorsí (Pallars Sobirà – Lleida), oferint activitats de primavera estiu (ráfting, caiac, senderisme, BTT…); la nostra oferta es va ser ampliant fins que en 1997 decidim donar continuïtat al nostre servei oferint al client activitats d'hivern (sortides amb trineus de gossos, raquetes de neu, esquí de fons i de muntanya…)"
Yoga Barcelona	"Somos un centro con una excelente ubicación en Barcelona, con un ambiente agradable y acogedor.

Trabajamos con grupos reducidos de alumnos lo que permite una atención personalizada por parte de nuestros profesores. 

Contamos con excelentes profesionales para asesorarte con el fin de que el yoga sea para ti una grata experiencia."
Yoga Studio Barcelona	"Centro de Yoga en el corazón de Barcelona. Con diferentes estilos de yoga y un amplio horario de clases para todos los niveles.
Prueba tres clases por 12€."
"Yoga&amp;Pilates Goya 59"	"El centro de Yoga &amp; Pilates Goya 59, es un espacio concebido para la práctica tanto de Yoga como de Pilates, ambas disciplinas con salas diferenciadas donde trabajar cuerpo y mente en un ambiente relajado y acogedor.

Contamos con un masajista especializado en, masaje deportivo, descontracturantes, relajante, linfático.

Vestuarios totalmente equipados, con taquilla permanente para todo el curso.

Una confortable sala de espera y un despacho para una atención personal.
"
YOGAREIKIREUS	"Te proponemos una práctica psicofisiológica, como es el YOGA Integral, adaptado a los distintos niveles de los practicantes modernos.
Nuestra enseñanza desmitifica el Yoga, sin embargo, no pierde por ello un ápice de su poder y autenticidad.
Nuestro Yoga está plenamente al alcance de cualquier persona, condición y edad. Solamente precisa de tu interés y voluntad para asistir a las clases regulares dos veces por semana, el resto puedes dejarlo en nuestras manos. 
Llevamos 25 años de práctica y enseñanza de distintos sistemas de Yoga: Integral Hinduísta, Tibetano, Moderno ""Occidentalizado""(Van Lysebeth) Védico, Energético ""Kundalini Yoga"", Meditación Vipassana, Antar Mouna.
También somos Maestros Iniciadores y formamos a Sanadores Reiki en cinco distintos linajes, en Cristaloterapia, en Pranic Healing.
También somos profesores de QiGong (Chi Kung) Médico y en nuestro equipo hay profesoras de Pilates, Flores de Bach, Naturopatía y Reflexología.

Todo sea para bien,

Namasté!

Sherab &amp; Yogendra"
Yucatan Extreme	"Somos una empresa dedicada a los viajes de aventura, especializada en viajes de buceo. Te llevamos a esos lugares donde el mercado turístico todavía no ha lledago."
YUROK ADVENTURES	"Hace cientos de años la tribu Yurok estuvo asentada a lo largo del curso inferior del río Klamath, en la esquina noroeste del estado de California. De ahí que su nombre tenga como significado ""río abajo"". Nosotros, Yurok Adventures, somos un grupo formado por jóvenes guías de montaña titulados e historiadores del arte, que ahora nos proponemos remontar aquel río ofreciéndoles un modo de hacer turismo alternativo. Recorrer lugares a pie o en bicicleta, para acercarnos plenamente a ellos. Disfrutar la naturaleza y las ciudades de una forma nueva. Viajes deportivos y culturales donde la mente y el cuerpo experimentan emociones por igual. ﻿

Llevamos desde 2006 especializándonos en viajes a Estados Unidos y Canadá. Contamos con experiencia en escalada, barrancos, vías ferratas, así como también en actividades de invierno tales como snowboard, raquetas y esquí de fondo. Disponemos de una amplia selección de programas para todos los públicos, así que esperamos teneros pronto con nosotros.
 
¿Quieres vivir la aventura?
 
RUTAS Y AVENTURA AMERICANA S.L
Agencia de viajes, trekking y aventuras. 
C/ Mozart, 13 -28008 -Madrid
CIF: B 86339140
Nº de Licencia /agencia de viajes Comunidad de Madrid -C.I.C.M.A. 2624 Mayorista-minorista﻿﻿﻿﻿"
